Fecha(yyyy-mm-dd),Hora(hh:mm:ss),Temperatura(℃),Humedad(%),Dirección del viento(°),Velocidad del viento(m/s),Presión barométrica(hPa),Precipitación(mm)
2024-05-21,0 days 14:14:47,37.7,47.0,62.1,6.4,1000.3,0.0
2024-05-21,0 days 14:29:47,37.1,49.0,60.4,1.4,1000.1,0.0
2024-05-21,0 days 14:44:47,37.2,49.0,103.1,5.3,999.6,0.0
2024-05-21,0 days 14:59:48,37.2,50.5,40.5,1.6,999.4,0.0
2024-05-21,0 days 15:14:47,37.0,51.0,122.3,5.6,999.3,0.0
2024-05-21,0 days 15:29:48,36.7,52.5,65.4,0.8,999.3,0.0
2024-05-21,0 days 15:44:48,36.4,54.0,76.9,1.4,999.4,0.0
2024-05-21,0 days 15:59:48,36.1,54.5,91.8,3.3,999.3,0.0
2024-05-21,0 days 16:14:48,36.2,54.5,98.3,2.6,999.1,0.0
2024-05-21,0 days 16:29:48,35.8,55.0,76.3,4.5,999.1,0.0
2024-05-21,0 days 16:44:48,35.5,55.5,71.1,4.3,998.8,0.0
2024-05-21,0 days 16:59:48,35.6,52.5,58.7,3.2,999.1,0.0
2024-05-21,0 days 17:14:48,35.1,53.0,55.6,2.2,998.9,0.0
2024-05-21,0 days 17:29:48,34.5,54.5,72.7,2.9,998.9,0.0
2024-05-21,0 days 17:44:48,33.7,59.5,67.0,3.0,999.1,0.0
2024-05-21,0 days 17:59:48,33.4,62.0,55.2,2.7,999.3,0.0
2024-05-21,0 days 18:14:48,32.7,65.0,82.7,2.0,999.3,0.0
2024-05-21,0 days 18:29:48,32.4,65.5,105.0,1.6,999.4,0.0
2024-05-21,0 days 18:44:47,32.0,66.5,67.6,1.3,999.7,0.0
2024-05-21,0 days 18:59:48,31.4,68.5,78.3,2.9,999.9,0.0
2024-05-21,0 days 19:14:48,31.1,70.0,85.2,2.7,1000.3,0.0
2024-05-21,0 days 19:29:48,30.8,71.5,82.5,2.2,1000.7,0.0
2024-05-21,0 days 19:44:48,30.6,72.5,93.0,1.6,1001.0,0.0
2024-05-21,0 days 19:59:48,30.4,73.5,71.9,4.3,1000.9,0.0
2024-05-21,0 days 20:14:48,30.2,75.0,64.4,2.6,1001.3,0.0
2024-05-21,0 days 20:29:48,29.9,76.5,62.4,2.0,1001.6,0.0
2024-05-21,0 days 20:44:48,29.8,77.0,71.0,4.8,1001.8,0.0
2024-05-21,0 days 20:59:48,29.7,77.5,78.9,3.5,1001.9,0.0
2024-05-21,0 days 21:14:48,29.6,77.5,64.6,3.1,1002.2,0.0
2024-05-21,0 days 21:29:48,29.4,78.5,76.9,2.5,1002.4,0.0
2024-05-21,0 days 21:44:48,29.2,79.0,99.1,3.6,1002.6,0.0
2024-05-21,0 days 21:59:48,29.1,79.5,68.9,2.8,1002.7,0.0
2024-05-21,0 days 22:14:48,29.0,80.0,87.3,2.9,1003.1,0.0
2024-05-21,0 days 22:29:49,28.9,81.0,70.0,2.8,1003.4,0.0
2024-05-21,0 days 22:44:48,28.7,81.5,87.1,1.8,1003.5,0.0
2024-05-21,0 days 22:59:48,28.6,81.5,112.9,1.0,1003.8,0.0
2024-05-21,0 days 23:14:48,28.5,82.0,63.4,1.0,1004.1,0.0
2024-05-21,0 days 23:29:48,28.5,82.0,71.6,0.6,1004.4,0.0
2024-05-21,0 days 23:44:48,28.7,81.5,66.7,0.7,1004.6,0.0
2024-05-21,0 days 23:59:48,28.9,80.5,88.2,1.1,1004.6,0.0
2024-05-22,0 days 00:14:48,28.8,81.0,48.8,1.4,1004.6,0.0
2024-05-22,0 days 00:29:48,28.8,81.5,70.5,0.7,1004.6,0.0
2024-05-22,0 days 00:44:48,28.9,81.5,78.1,1.0,1004.6,0.0
2024-05-22,0 days 00:59:48,28.6,82.5,71.8,0.5,1004.2,0.0
2024-05-22,0 days 01:14:48,28.3,83.5,82.0,0.6,1004.1,0.0
2024-05-22,0 days 01:29:48,28.3,83.5,353.5,0.8,1004.1,0.0
2024-05-22,0 days 01:44:47,28.4,83.5,5.7,0.9,1004.0,0.0
2024-05-22,0 days 01:59:49,28.4,83.5,34.4,0.6,1003.8,0.0
2024-05-22,0 days 02:14:48,28.3,83.5,68.1,0.8,1003.7,0.0
2024-05-22,0 days 02:29:48,28.3,83.5,12.7,0.5,1003.8,0.0
2024-05-22,0 days 02:44:48,28.2,83.5,2.8,0.6,1003.7,0.0
2024-05-22,0 days 02:59:48,28.4,83.5,59.9,0.5,1003.8,0.0
2024-05-22,0 days 03:14:48,28.3,83.5,69.7,0.4,1003.7,0.0
2024-05-22,0 days 03:29:48,28.1,84.5,84.6,0.3,1003.7,0.0
2024-05-22,0 days 03:44:48,27.9,85.0,39.0,0.4,1003.7,0.0
2024-05-22,0 days 03:59:47,27.7,86.0,108.6,0.8,1003.6,0.0
2024-05-22,0 days 04:14:48,27.6,86.5,132.2,0.8,1003.7,0.0
2024-05-22,0 days 04:29:48,27.6,87.0,14.4,0.4,1003.7,0.0
2024-05-22,0 days 04:44:48,27.4,86.5,122.0,0.4,1003.7,0.0
2024-05-22,0 days 04:59:48,27.3,87.5,119.1,0.7,1003.6,0.0
2024-05-22,0 days 05:14:47,27.4,88.0,120.6,0.6,1004.0,0.0
2024-05-22,0 days 05:29:48,27.4,88.5,121.2,0.6,1004.1,0.0
2024-05-22,0 days 05:44:48,27.3,88.5,104.1,0.9,1004.0,0.0
2024-05-22,0 days 05:59:48,27.3,89.0,132.6,0.4,1004.2,0.0
2024-05-22,0 days 06:14:48,27.3,89.0,120.6,0.5,1004.4,0.0
2024-05-22,0 days 06:29:49,27.6,88.5,129.2,0.6,1004.7,0.0
2024-05-22,0 days 06:44:48,27.8,86.0,149.2,0.7,1004.8,0.0
2024-05-22,0 days 06:59:48,28.8,83.5,129.7,0.9,1005.0,0.0
2024-05-22,0 days 07:14:48,29.4,80.5,89.5,1.2,1005.0,0.0
2024-05-22,0 days 07:29:48,30.0,78.5,83.5,1.4,1005.2,0.0
2024-05-22,0 days 07:44:50,30.4,76.5,96.8,1.1,1005.1,0.0
2024-05-22,0 days 07:59:48,30.9,74.0,101.5,1.3,1005.3,0.0
2024-05-22,0 days 08:14:47,31.2,73.5,87.7,1.0,1005.2,0.0
2024-05-22,0 days 08:29:48,31.5,71.5,107.5,2.0,1005.1,0.0
2024-05-22,0 days 08:44:47,32.2,68.0,101.5,1.1,1005.1,0.0
2024-05-22,0 days 08:59:48,32.8,64.0,69.1,1.8,1005.1,0.0
2024-05-22,0 days 09:14:47,33.3,61.0,95.8,3.0,1005.2,0.0
2024-05-22,0 days 09:29:48,33.9,59.0,125.4,1.0,1005.1,0.0
2024-05-22,0 days 09:44:48,34.4,56.0,77.8,1.5,1004.8,0.0
2024-05-22,0 days 09:59:47,35.5,51.0,88.3,3.0,1004.8,0.0
2024-05-22,0 days 10:14:50,35.2,50.0,107.8,1.7,1004.6,0.0
2024-05-22,0 days 10:29:48,35.6,48.5,152.8,3.7,1004.5,0.0
2024-05-22,0 days 10:44:48,35.9,50.0,88.5,1.8,1004.3,0.0
2024-05-22,0 days 10:59:48,35.6,50.0,146.7,2.1,1004.2,0.0
2024-05-22,0 days 11:14:48,36.4,48.5,115.3,1.6,1004.0,0.0
2024-05-22,0 days 11:29:48,37.0,46.5,83.4,2.2,1003.6,0.0
2024-05-22,0 days 11:44:48,37.2,46.0,100.1,4.1,1003.4,0.0
2024-05-22,0 days 11:59:48,36.9,46.0,112.4,3.0,1003.2,0.0
2024-05-22,0 days 12:14:50,37.4,47.5,69.7,6.4,1002.9,0.0
2024-05-22,0 days 12:29:50,37.2,50.5,135.5,2.3,1002.7,0.0
2024-05-22,0 days 12:44:50,37.3,50.0,85.2,2.3,1002.4,0.0
2024-05-22,0 days 12:59:48,37.6,50.0,64.1,4.3,1002.1,0.0
2024-05-22,0 days 13:14:48,37.5,49.5,119.6,2.1,1002.0,0.0
2024-05-22,0 days 13:29:48,38.2,48.5,91.2,2.5,1001.7,0.0
2024-05-22,0 days 13:44:48,38.2,47.0,126.3,4.8,1001.4,0.0
2024-05-22,0 days 13:59:48,38.6,47.0,72.5,2.4,1001.2,0.0
2024-05-22,0 days 14:14:48,38.4,48.5,61.5,1.8,1000.9,0.0
2024-05-22,0 days 14:29:48,38.4,48.0,49.0,2.8,1000.7,0.0
2024-05-22,0 days 14:44:48,38.7,50.0,56.5,3.2,1000.6,0.0
2024-05-22,0 days 14:59:48,38.3,51.0,87.3,3.6,1000.5,0.0
2024-05-22,0 days 15:14:48,38.2,50.5,80.4,2.5,1000.1,0.0
2024-05-22,0 days 15:29:48,38.6,50.0,63.4,4.6,1000.1,0.0
2024-05-22,0 days 15:44:48,37.9,51.5,68.6,3.6,999.7,0.0
2024-05-22,0 days 15:59:48,37.6,51.5,87.1,3.0,999.6,0.0
2024-05-22,0 days 16:14:48,37.2,55.0,104.4,3.6,999.5,0.0
2024-05-22,0 days 16:29:48,36.9,57.0,82.1,4.5,999.5,0.0
2024-05-22,0 days 16:44:48,36.4,59.0,71.4,2.8,999.6,0.0
2024-05-22,0 days 16:59:50,36.4,57.5,80.2,2.1,999.7,0.0
2024-05-22,0 days 17:14:48,36.1,59.5,76.8,2.1,999.6,0.0
2024-05-22,0 days 17:29:48,35.6,61.0,87.2,3.5,999.6,0.0
2024-05-22,0 days 17:44:48,34.7,62.5,93.3,3.0,999.7,0.0
2024-05-22,0 days 17:59:48,34.1,63.5,63.9,1.9,999.9,0.0
2024-05-22,0 days 18:14:48,33.6,64.0,82.1,2.9,999.9,0.0
2024-05-22,0 days 18:29:48,33.1,65.5,62.2,5.0,1000.2,0.0
2024-05-22,0 days 18:44:48,32.3,68.0,71.1,2.5,1000.6,0.0
2024-05-22,0 days 18:59:48,31.7,71.0,24.3,3.0,1000.7,0.0
2024-05-22,0 days 19:14:48,31.1,73.0,64.2,0.6,1000.8,0.0
2024-05-22,0 days 19:29:48,30.7,74.5,66.0,4.1,1001.0,0.0
2024-05-22,0 days 19:44:48,30.6,75.0,69.2,1.7,1001.3,0.0
2024-05-22,0 days 19:59:48,30.2,76.5,70.9,2.8,1001.6,0.0
2024-05-22,0 days 20:14:48,30.0,78.0,75.4,3.1,1001.7,0.0
2024-05-22,0 days 20:29:48,29.8,79.0,85.2,1.1,1001.8,0.0
2024-05-22,0 days 20:44:48,29.7,79.0,72.6,2.1,1001.9,0.0
2024-05-22,0 days 20:59:48,29.5,80.0,83.7,2.0,1001.9,0.0
2024-05-22,0 days 21:14:48,29.4,81.0,70.9,2.1,1002.2,0.0
2024-05-22,0 days 21:29:48,29.3,81.0,81.3,2.0,1002.4,0.0
2024-05-22,0 days 21:44:48,29.2,81.5,56.1,1.3,1002.3,0.0
2024-05-22,0 days 21:59:48,29.0,82.0,131.0,0.9,1002.4,0.0
2024-05-22,0 days 22:14:48,29.0,82.5,81.0,2.1,1002.6,0.0
2024-05-22,0 days 22:29:48,28.9,83.0,71.0,3.5,1002.7,0.0
2024-05-22,0 days 22:44:48,28.8,83.5,73.2,3.3,1002.8,0.0
2024-05-22,0 days 22:59:48,28.7,84.0,82.9,3.1,1002.9,0.0
2024-05-22,0 days 23:14:49,28.7,84.5,88.7,2.2,1003.0,0.0
2024-05-22,0 days 23:29:48,28.6,84.5,16.7,0.2,1003.3,0.0
2024-05-22,0 days 23:44:48,28.9,84.0,79.9,1.1,1003.2,0.0
2024-05-22,0 days 23:59:48,28.9,83.5,37.6,0.5,1003.2,0.0
2024-05-23,0 days 00:14:48,29.0,83.5,73.6,1.2,1003.1,0.0
2024-05-23,0 days 00:29:50,29.0,83.0,146.3,0.6,1003.1,0.0
2024-05-23,0 days 00:44:48,28.9,83.0,87.0,1.2,1003.0,0.0
2024-05-23,0 days 00:59:48,29.0,82.5,89.3,1.9,1002.8,0.0
2024-05-23,0 days 01:14:48,28.9,83.0,146.3,1.6,1002.7,0.0
2024-05-23,0 days 01:29:48,28.7,83.0,93.8,2.1,1002.3,0.0
2024-05-23,0 days 01:44:48,28.6,84.0,103.7,0.6,1002.1,0.0
2024-05-23,0 days 01:59:48,28.6,83.5,82.3,1.0,1002.1,0.0
2024-05-23,0 days 02:14:48,28.4,84.0,84.4,0.7,1001.9,0.0
2024-05-23,0 days 02:29:48,28.2,84.5,70.6,0.8,1002.0,0.0
2024-05-23,0 days 02:44:48,28.1,85.0,84.7,1.2,1002.0,0.0
2024-05-23,0 days 02:59:48,28.1,85.0,88.0,0.8,1002.1,0.0
2024-05-23,0 days 03:14:48,28.0,85.0,94.6,0.8,1002.0,0.0
2024-05-23,0 days 03:29:48,27.9,86.0,102.5,0.6,1002.1,0.0
2024-05-23,0 days 03:44:48,27.9,86.0,99.6,0.7,1002.2,0.0
2024-05-23,0 days 03:59:50,27.9,86.0,82.9,0.3,1002.5,0.0
2024-05-23,0 days 04:14:48,28.0,85.5,210.3,0.3,1002.4,0.0
2024-05-23,0 days 04:29:48,27.8,85.5,208.8,0.4,1002.5,0.0
2024-05-23,0 days 04:44:48,27.9,86.0,75.7,0.5,1002.9,0.0
2024-05-23,0 days 04:59:48,28.0,86.0,268.4,0.5,1002.9,0.0
2024-05-23,0 days 05:14:48,27.8,86.5,276.1,0.4,1003.1,0.0
2024-05-23,0 days 05:29:48,27.6,87.0,214.4,0.2,1003.1,0.0
2024-05-23,0 days 05:44:48,27.1,88.0,228.5,0.3,1003.2,0.0
2024-05-23,0 days 05:59:48,27.1,88.5,215.3,0.3,1003.5,0.0
2024-05-23,0 days 06:14:48,27.2,88.0,218.8,0.2,1003.6,0.0
2024-05-23,0 days 06:29:48,27.3,87.5,113.4,0.5,1003.8,0.0
2024-05-23,0 days 06:44:48,27.7,86.0,138.9,0.8,1003.8,0.0
2024-05-23,0 days 06:59:48,28.7,84.0,93.2,1.0,1003.8,0.0
2024-05-23,0 days 07:14:48,29.2,82.5,99.9,0.5,1003.9,0.0
2024-05-23,0 days 07:29:50,29.3,81.5,81.0,0.6,1004.0,0.0
2024-05-23,0 days 07:44:48,29.3,82.0,124.4,1.3,1004.1,0.0
2024-05-23,0 days 07:59:48,29.8,79.5,102.7,0.9,1004.1,0.0
2024-05-23,0 days 08:14:48,30.4,77.0,114.8,1.2,1004.3,0.0
2024-05-23,0 days 08:29:48,31.3,72.0,148.1,1.1,1004.3,0.0
2024-05-23,0 days 08:44:48,31.9,69.5,69.2,1.0,1004.3,0.0
2024-05-23,0 days 08:59:48,31.8,69.5,108.1,3.2,1004.1,0.0
2024-05-23,0 days 09:14:48,32.5,66.0,123.9,2.5,1004.3,0.0
2024-05-23,0 days 09:29:48,33.2,64.5,54.0,2.6,1003.9,0.0
2024-05-23,0 days 09:44:48,33.4,64.0,91.6,2.0,1003.9,0.0
2024-05-23,0 days 09:59:48,34.3,61.0,62.6,4.1,1003.7,0.0
2024-05-23,0 days 10:14:48,34.6,59.5,133.0,2.3,1003.5,0.0
2024-05-23,0 days 10:29:48,34.7,59.0,140.4,2.4,1003.4,0.0
2024-05-23,0 days 10:44:48,35.1,57.5,71.0,2.9,1003.2,0.0
2024-05-23,0 days 10:59:48,35.2,56.5,109.3,3.9,1003.1,0.0
2024-05-23,0 days 11:14:48,35.9,54.0,64.4,1.5,1003.0,0.0
2024-05-23,0 days 11:29:48,36.8,50.5,130.0,3.8,1002.8,0.0
2024-05-23,0 days 11:44:48,36.9,48.5,148.0,2.7,1002.7,0.0
2024-05-23,0 days 11:59:48,36.6,49.0,142.2,2.7,1002.4,0.0
2024-05-23,0 days 12:15:03,37.0,48.0,75.7,2.3,1002.3,0.0
2024-05-23,0 days 12:29:48,37.4,48.0,116.3,3.9,1002.0,0.0
2024-05-23,0 days 12:44:48,37.8,46.5,109.8,3.0,1001.6,0.0
2024-05-23,0 days 12:59:48,38.1,46.0,113.6,1.7,1001.4,0.0
2024-05-23,0 days 13:14:48,37.5,47.0,107.1,3.2,1001.1,0.0
2024-05-23,0 days 13:29:48,38.0,46.5,151.3,2.5,1000.8,0.0
2024-05-23,0 days 13:44:48,37.7,48.0,56.8,4.1,1000.6,0.0
2024-05-23,0 days 13:59:48,38.2,45.5,68.8,3.5,1000.4,0.0
2024-05-23,0 days 14:14:48,38.7,44.5,62.2,3.3,1000.1,0.0
2024-05-23,0 days 14:29:48,38.6,44.5,67.0,2.5,999.7,0.0
2024-05-23,0 days 14:44:48,38.6,44.5,123.4,3.3,999.5,0.0
2024-05-23,0 days 14:59:48,38.3,44.0,66.2,4.1,999.2,0.0
2024-05-23,0 days 15:14:48,38.1,44.0,72.9,2.0,998.9,0.0
2024-05-23,0 days 15:29:48,38.3,48.5,87.4,2.4,998.8,0.0
2024-05-23,0 days 15:44:48,37.9,50.0,77.9,3.9,998.5,0.0
2024-05-23,0 days 15:59:48,37.3,52.5,78.3,2.7,998.5,0.0
2024-05-23,0 days 16:14:48,36.9,53.0,84.0,3.0,998.4,0.0
2024-05-23,0 days 16:29:48,36.1,55.5,79.7,2.2,998.3,0.0
2024-05-23,0 days 16:44:48,35.5,57.5,66.4,4.2,998.2,0.0
2024-05-23,0 days 16:59:48,35.8,56.5,76.2,3.9,998.2,0.0
2024-05-23,0 days 17:14:48,35.6,57.0,69.7,3.8,998.3,0.0
2024-05-23,0 days 17:29:48,34.7,59.5,64.4,2.7,998.3,0.0
2024-05-23,0 days 17:44:50,34.6,60.5,87.8,1.5,998.4,0.0
2024-05-23,0 days 17:59:48,34.0,62.5,63.4,2.6,998.4,0.0
2024-05-23,0 days 18:14:48,33.6,64.5,65.3,5.7,998.5,0.0
2024-05-23,0 days 18:29:48,33.1,66.0,112.8,2.4,998.6,0.0
2024-05-23,0 days 18:44:48,32.6,68.5,69.5,4.1,998.7,0.0
2024-05-23,0 days 18:59:48,32.0,71.0,72.8,2.2,999.0,0.0
2024-05-23,0 days 19:14:48,31.5,73.0,46.6,1.8,999.1,0.0
2024-05-23,0 days 19:29:48,31.2,74.5,40.2,2.0,999.3,0.0
2024-05-23,0 days 19:44:48,30.9,75.5,71.3,2.5,999.5,0.0
2024-05-23,0 days 19:59:48,30.5,77.0,61.9,1.5,999.7,0.0
2024-05-23,0 days 20:14:50,30.2,78.0,53.0,2.4,1000.1,0.0
2024-05-23,0 days 20:29:48,30.1,78.5,99.9,1.5,1000.5,0.01
2024-05-23,0 days 20:44:48,29.9,79.0,78.3,1.6,1000.5,0.01
2024-05-23,0 days 20:59:50,29.8,80.0,70.5,1.7,1000.9,0.02
2024-05-23,0 days 21:14:48,29.8,80.0,86.0,1.7,1001.2,0.02
2024-05-23,0 days 21:29:48,29.6,80.5,67.1,1.5,1001.2,0.02
2024-05-23,0 days 21:44:49,29.5,81.5,73.6,2.2,1001.5,0.02
2024-05-23,0 days 21:59:48,29.4,82.0,62.5,2.2,1001.6,0.02
2024-05-23,0 days 22:14:48,29.2,83.0,73.6,2.6,1001.5,0.02
2024-05-23,0 days 22:29:48,29.2,83.0,84.0,1.5,1001.5,0.02
2024-05-23,0 days 22:44:48,29.2,83.0,102.3,1.1,1001.5,0.02
2024-05-23,0 days 22:59:48,29.2,83.0,87.4,2.3,1001.7,0.02
2024-05-23,0 days 23:14:48,29.2,82.5,71.0,2.2,1001.6,0.02
2024-05-23,0 days 23:29:48,29.2,82.5,118.5,1.2,1001.7,0.02
2024-05-23,0 days 23:44:48,29.2,82.5,34.8,1.0,1001.7,0.02
2024-05-23,0 days 23:59:48,29.2,82.5,79.4,2.4,1001.6,0.02
2024-05-24,0 days 00:14:48,29.0,83.5,79.8,1.5,1001.5,0.02
2024-05-24,0 days 00:29:48,28.9,83.5,62.6,1.2,1001.7,0.02
2024-05-24,0 days 00:44:48,28.9,83.5,71.9,1.9,1001.6,0.02
2024-05-24,0 days 00:59:48,28.9,83.5,86.9,0.9,1001.5,0.02
2024-05-24,0 days 01:14:48,28.8,84.0,85.9,1.3,1001.5,0.02
2024-05-24,0 days 01:29:48,28.9,84.0,90.0,1.4,1001.6,0.02
2024-05-24,0 days 01:44:48,28.9,84.0,88.6,1.3,1001.6,0.02
2024-05-24,0 days 01:59:48,28.8,84.0,86.1,1.2,1001.4,0.02
2024-05-24,0 days 02:14:48,28.7,84.5,89.1,1.1,1001.2,0.02
2024-05-24,0 days 02:29:48,28.7,84.5,70.3,0.7,1001.3,0.02
2024-05-24,0 days 02:44:48,28.6,85.0,70.9,1.2,1001.2,0.02
2024-05-24,0 days 02:59:48,28.6,85.0,128.8,0.7,1001.3,0.02
2024-05-24,0 days 03:14:48,28.6,85.0,88.4,1.1,1001.2,0.02
2024-05-24,0 days 03:29:48,28.5,85.5,89.4,1.2,1001.1,0.02
2024-05-24,0 days 03:44:48,28.5,85.5,89.0,0.7,1001.4,0.02
2024-05-24,0 days 03:59:50,28.6,85.0,105.1,0.7,1001.2,0.02
2024-05-24,0 days 04:14:48,28.5,85.5,80.2,0.9,1001.2,0.02
2024-05-24,0 days 04:29:48,28.3,86.0,84.6,0.6,1001.3,0.02
2024-05-24,0 days 04:44:48,28.2,86.0,87.9,0.6,1001.4,0.02
2024-05-24,0 days 04:59:48,28.1,86.5,91.0,0.8,1001.4,0.02
2024-05-24,0 days 05:14:48,28.1,86.0,277.0,0.2,1001.4,0.02
2024-05-24,0 days 05:29:48,28.2,86.5,96.0,0.6,1001.5,0.02
2024-05-24,0 days 05:44:48,28.1,87.0,74.0,1.0,1001.5,0.02
2024-05-24,0 days 05:59:48,28.0,87.5,76.1,0.9,1001.6,0.02
2024-05-24,0 days 06:14:48,28.1,87.0,109.7,0.8,1001.8,0.02
2024-05-24,0 days 06:29:48,28.3,86.5,72.5,1.3,1001.9,0.02
2024-05-24,0 days 06:44:48,28.4,86.0,72.1,0.9,1002.1,0.02
2024-05-24,0 days 06:59:48,28.8,84.5,82.4,1.5,1002.0,0.02
2024-05-24,0 days 07:14:48,29.1,82.5,77.3,1.7,1002.2,0.02
2024-05-24,0 days 07:29:48,29.6,80.0,89.5,1.9,1002.3,0.02
2024-05-24,0 days 07:44:48,30.2,77.0,97.4,2.1,1002.5,0.02
2024-05-24,0 days 07:59:48,30.7,74.0,128.7,2.4,1002.5,0.03
2024-05-24,0 days 08:14:48,31.5,70.5,143.0,1.9,1002.5,0.03
2024-05-24,0 days 08:29:48,31.7,69.0,103.6,2.5,1002.4,0.03
2024-05-24,0 days 08:44:48,32.1,67.0,110.4,2.7,1002.3,0.03
2024-05-24,0 days 08:59:48,32.6,64.5,123.6,4.8,1002.2,0.03
2024-05-24,0 days 09:14:48,32.9,63.5,126.3,2.8,1002.1,0.03
2024-05-24,0 days 09:29:48,32.8,63.5,155.3,2.8,1002.1,0.03
2024-05-24,0 days 09:44:48,33.2,62.0,142.5,2.3,1002.2,0.03
2024-05-24,0 days 09:59:48,33.9,60.5,113.1,4.2,1002.0,0.03
2024-05-24,0 days 10:14:48,34.3,59.5,134.1,2.1,1002.0,0.03
2024-05-24,0 days 10:29:48,34.7,58.0,74.3,2.6,1001.9,0.03
2024-05-24,0 days 10:44:48,35.0,56.0,99.5,2.4,1001.7,0.03
2024-05-24,0 days 10:59:48,35.3,55.5,134.3,2.8,1001.7,0.03
2024-05-24,0 days 11:14:48,35.7,54.5,140.8,2.5,1001.5,0.03
2024-05-24,0 days 11:29:48,35.9,54.5,76.2,0.7,1001.3,0.03
2024-05-24,0 days 11:44:48,36.7,52.0,69.7,1.8,1001.2,0.03
2024-05-24,0 days 11:59:50,37.0,51.0,69.5,3.8,1001.0,0.03
2024-05-24,0 days 12:14:48,36.6,52.5,78.9,3.3,1000.9,0.03
2024-05-24,0 days 12:29:48,37.2,51.0,60.6,1.1,1000.7,0.03
2024-05-24,0 days 12:44:48,36.7,53.0,356.4,1.2,1000.6,0.03
2024-05-24,0 days 12:59:50,37.5,50.5,53.3,2.8,1000.3,0.03
2024-05-24,0 days 13:14:48,37.4,50.5,47.6,1.9,1000.2,0.03
2024-05-24,0 days 13:29:48,37.9,49.0,103.6,2.8,1000.0,0.03
2024-05-24,0 days 13:44:48,38.1,49.0,54.8,1.5,999.6,0.03
2024-05-24,0 days 13:59:48,37.0,53.0,56.9,3.0,999.3,0.03
2024-05-24,0 days 14:14:48,36.8,54.0,130.2,1.4,999.3,0.03
2024-05-24,0 days 14:29:48,36.7,53.5,73.8,1.8,999.2,0.03
2024-05-24,0 days 14:44:48,36.9,52.5,75.2,3.8,998.9,0.03
2024-05-24,0 days 14:59:48,37.3,51.0,50.8,3.3,998.8,0.03
2024-05-24,0 days 15:14:48,36.8,52.0,61.3,2.2,998.6,0.03
2024-05-24,0 days 15:29:50,36.6,52.5,58.2,1.0,998.4,0.03
2024-05-24,0 days 15:44:48,36.9,52.0,111.5,0.9,998.4,0.03
2024-05-24,0 days 15:59:48,36.4,53.5,65.3,4.3,998.2,0.03
2024-05-24,0 days 16:14:48,36.4,54.0,53.3,3.4,998.1,0.03
2024-05-24,0 days 16:29:48,35.8,55.0,60.3,4.1,998.1,0.03
2024-05-24,0 days 16:44:48,35.9,55.0,71.2,1.4,998.1,0.03
2024-05-24,0 days 16:59:48,35.2,57.0,133.1,0.8,998.3,0.0
2024-05-24,0 days 17:14:48,34.9,58.0,73.7,2.2,998.3,0.0
2024-05-24,0 days 17:29:48,34.3,61.0,75.4,3.6,998.3,0.0
2024-05-24,0 days 17:44:48,33.7,64.0,50.3,1.7,998.7,0.0
2024-05-24,0 days 17:59:48,33.0,67.0,72.5,3.6,998.5,0.0
2024-05-24,0 days 18:14:48,32.7,68.0,47.7,3.3,998.6,0.0
2024-05-24,0 days 18:29:48,31.9,71.0,68.4,2.5,999.0,0.0
2024-05-24,0 days 18:44:49,31.3,73.5,63.2,3.5,999.3,0.0
2024-05-24,0 days 18:59:48,31.1,74.5,64.2,3.5,999.5,0.0
2024-05-24,0 days 19:14:48,30.7,76.0,64.4,2.2,999.7,0.0
2024-05-24,0 days 19:29:48,30.7,76.0,56.5,2.2,999.9,0.0
2024-05-24,0 days 19:44:48,30.6,77.0,79.2,2.9,1000.1,0.0
2024-05-24,0 days 19:59:48,30.4,77.5,85.9,2.7,1000.2,0.0
2024-05-24,0 days 20:14:48,30.3,78.0,70.6,0.9,1000.6,0.0
2024-05-24,0 days 20:29:48,30.3,78.0,82.7,1.9,1000.8,0.0
2024-05-24,0 days 20:44:48,30.3,78.5,77.3,5.9,1000.9,0.0
2024-05-24,0 days 20:59:48,30.1,79.0,62.9,2.0,1001.0,0.0
2024-05-24,0 days 21:14:48,30.0,80.0,71.6,1.3,1001.3,0.0
2024-05-24,0 days 21:29:48,29.8,80.5,96.1,2.0,1001.5,0.0
2024-05-24,0 days 21:44:48,29.7,81.0,87.4,0.6,1001.6,0.0
2024-05-24,0 days 21:59:48,29.7,81.0,69.5,3.7,1001.9,0.0
2024-05-24,0 days 22:14:48,29.7,81.0,44.1,1.0,1002.1,0.0
2024-05-24,0 days 22:29:48,29.6,82.0,88.0,1.7,1002.3,0.0
2024-05-24,0 days 22:44:48,29.5,82.5,85.4,2.4,1002.2,0.0
2024-05-24,0 days 22:59:48,29.4,83.0,67.6,2.1,1002.2,0.0
2024-05-24,0 days 23:14:48,29.3,83.5,101.3,0.5,1002.4,0.0
2024-05-24,0 days 23:29:48,29.3,83.5,75.2,1.4,1002.7,0.0
2024-05-24,0 days 23:44:48,29.2,84.0,52.7,2.3,1002.3,0.0
2024-05-24,0 days 23:59:48,29.1,84.5,70.9,2.1,1002.2,0.0
2024-05-25,0 days 00:14:48,29.0,84.5,120.9,1.4,1002.2,0.0
2024-05-25,0 days 00:29:48,29.1,84.5,122.1,1.6,1002.2,0.0
2024-05-25,0 days 00:44:48,29.0,84.5,84.2,1.0,1002.1,0.0
2024-05-25,0 days 00:59:48,29.0,84.5,90.3,0.6,1002.0,0.0
2024-05-25,0 days 01:14:48,29.0,84.5,154.0,0.1,1002.1,0.0
